datetime,count
2011-02-22 16:00:00,72.17
2011-02-22 17:00:00,158.56
2011-02-22 18:00:00,158.36
2011-02-22 19:00:00,99.21
2011-02-22 20:00:00,69.44
2011-02-22 21:00:00,48.11
2011-02-22 22:00:00,28.29
2011-02-22 23:00:00,17.71
2011-02-23 00:00:00,11.43
2011-02-23 01:00:00,5.47
2011-02-23 02:00:00,2.09
2011-02-23 03:00:00,1.57
2011-02-23 05:00:00,5.62
2011-02-23 06:00:00,29.89
2011-02-23 07:00:00,77.92
2011-02-23 08:00:00,185.77
2011-02-23 09:00:00,123.26
2011-02-23 10:00:00,54.92
2011-02-23 11:00:00,62.56
2011-02-23 12:00:00,77.62
2011-02-23 13:00:00,73.07
2011-02-23 14:00:00,77.4
2011-02-23 15:00:00,72.62
2011-02-23 16:00:00,117.6
2011-02-23 17:00:00,232.93
2011-02-23 18:00:00,206.55
2011-02-23 19:00:00,138.52
2011-02-23 20:00:00,74.67
2011-02-23 21:00:00,62.72
2011-02-23 22:00:00,45.09
2011-02-23 23:00:00,26.17
2011-02-24 00:00:00,10.78
2011-02-24 01:00:00,4.79
2011-02-24 02:00:00,2.35
2011-02-24 03:00:00,2.16
2011-02-24 05:00:00,6.57
2011-02-24 06:00:00,35.79
2011-02-24 07:00:00,99.37
2011-02-24 08:00:00,253.37
2011-02-24 09:00:00,133.66
2011-02-24 10:00:00,59.04
2011-02-24 11:00:00,75.87
2011-02-24 12:00:00,95.3
2011-02-24 13:00:00,91.4
2011-02-24 14:00:00,92.34
2011-02-24 15:00:00,42.93
2011-02-24 16:00:00,53.18
2011-02-24 17:00:00,180.02
2011-02-24 18:00:00,175.75
2011-02-24 19:00:00,96.51
2011-02-24 20:00:00,71.73
2011-02-24 21:00:00,60.04
2011-02-24 22:00:00,34.05
2011-02-24 23:00:00,35.66
2011-02-25 00:00:00,13.78
2011-02-25 01:00:00,11.19
2011-02-25 02:00:00,7.715
2011-02-25 03:00:00,2.15
2011-02-25 05:00:00,7.44
2011-02-25 06:00:00,27.0
2011-02-25 07:00:00,65.41
2011-02-25 08:00:00,145.13
2011-02-25 09:00:00,73.39
2011-02-25 10:00:00,38.71
2011-02-25 11:00:00,155.78
2011-02-25 12:00:00,173.39
2011-02-25 13:00:00,171.34
2011-02-25 14:00:00,174.18
2011-02-25 15:00:00,194.13
2011-02-25 16:00:00,108.8
2011-02-25 17:00:00,192.66
2011-02-25 18:00:00,165.41
2011-02-25 19:00:00,113.79
2011-02-25 20:00:00,67.02
2011-02-25 21:00:00,51.61
2011-02-25 22:00:00,42.43
2011-02-25 23:00:00,28.95
2011-02-26 00:00:00,30.41
2011-02-26 01:00:00,21.84
2011-02-26 02:00:00,16.56
2011-02-26 03:00:00,12.567619047619045
2011-02-26 04:00:00,2.83
2011-02-26 05:00:00,2.82
2011-02-26 06:00:00,3.08
2011-02-26 07:00:00,7.57
2011-02-26 08:00:00,26.47
2011-02-26 09:00:00,55.9
2011-02-26 10:00:00,104.0
2011-02-26 11:00:00,121.58
2011-02-26 12:00:00,127.17
2011-02-26 13:00:00,139.89
2011-02-26 14:00:00,132.71
2011-02-26 15:00:00,136.03
2011-02-26 16:00:00,145.56
2011-02-26 17:00:00,117.37
2011-02-26 18:00:00,87.41
2011-02-26 19:00:00,72.46
2011-02-26 20:00:00,62.88
2011-02-26 21:00:00,42.97
2011-02-26 22:00:00,45.57
2011-02-26 23:00:00,46.76
2011-02-27 00:00:00,29.02
2011-02-27 01:00:00,27.31
2011-02-27 02:00:00,24.3
2011-02-27 03:00:00,12.49
2011-02-27 04:00:00,4.25
2011-02-27 06:00:00,3.36
2011-02-27 07:00:00,8.8
2011-02-27 08:00:00,38.11
2011-02-27 09:00:00,48.97
2011-02-27 10:00:00,75.83
2011-02-27 11:00:00,112.48
2011-02-27 12:00:00,154.2
2011-02-27 13:00:00,165.93
2011-02-27 14:00:00,174.41
2011-02-27 15:00:00,242.08
2011-02-27 16:00:00,258.43
2011-02-27 17:00:00,132.92
2011-02-27 18:00:00,122.73
2011-02-27 19:00:00,100.15
2011-02-27 20:00:00,76.47
2011-02-27 21:00:00,72.45
2011-02-27 22:00:00,53.16
2011-02-27 23:00:00,39.13
2011-02-28 00:00:00,16.41
2011-02-28 01:00:00,4.51
2011-02-28 03:00:00,1.765
2011-02-28 05:00:00,7.71
2011-02-28 06:00:00,37.62
2011-02-28 07:00:00,117.19
2011-02-28 08:00:00,235.9
2011-02-28 09:00:00,152.16
2011-02-28 10:00:00,90.99
2011-02-28 11:00:00,113.02
2011-02-28 12:00:00,121.16
2011-02-28 13:00:00,104.33
2011-02-28 14:00:00,59.97
2011-02-28 15:00:00,59.32
2011-02-28 16:00:00,85.88
2011-02-28 17:00:00,186.89
2011-02-28 18:00:00,173.51
2011-02-28 19:00:00,104.06
2011-02-28 20:00:00,81.94
2011-02-28 21:00:00,62.98
2011-02-28 22:00:00,34.56
2011-02-28 23:00:00,25.9
2011-03-20 00:00:00,37.59
2011-03-20 01:00:00,31.32
2011-03-20 02:00:00,22.28
2011-03-20 03:00:00,10.88
2011-03-20 04:00:00,1.44
2011-03-20 05:00:00,1.44
2011-03-20 06:00:00,1.58
2011-03-20 07:00:00,10.79
2011-03-20 08:00:00,38.87
2011-03-20 09:00:00,60.51
2011-03-20 10:00:00,119.2
2011-03-20 11:00:00,149.06
2011-03-20 12:00:00,160.84
2011-03-20 13:00:00,148.38
2011-03-20 14:00:00,158.18
2011-03-20 15:00:00,158.73
2011-03-20 16:00:00,144.26
2011-03-20 17:00:00,104.04
2011-03-20 18:00:00,125.16
2011-03-20 19:00:00,76.6
2011-03-20 20:00:00,68.36
2011-03-20 21:00:00,57.76
2011-03-20 22:00:00,47.36
2011-03-20 23:00:00,35.98
2011-03-21 00:00:00,20.13
2011-03-21 01:00:00,16.23
2011-03-21 02:00:00,9.28
2011-03-21 03:00:00,3.15
2011-03-21 05:00:00,15.11
2011-03-21 06:00:00,57.75
2011-03-21 07:00:00,86.51
2011-03-21 08:00:00,245.0
2011-03-21 09:00:00,157.93
2011-03-21 10:00:00,96.81
2011-03-21 11:00:00,122.99
2011-03-21 12:00:00,129.58
2011-03-21 13:00:00,132.22
2011-03-21 14:00:00,121.81
2011-03-21 15:00:00,167.02
2011-03-21 16:00:00,220.54
2011-03-21 17:00:00,461.62
2011-03-21 18:00:00,406.69
2011-03-21 19:00:00,302.64
2011-03-21 20:00:00,252.4
2011-03-21 21:00:00,101.75
2011-03-21 22:00:00,113.28
2011-03-21 23:00:00,55.56
2011-03-22 00:00:00,53.41
2011-03-22 01:00:00,11.83
2011-03-22 02:00:00,7.83
2011-03-22 03:00:00,4.46
2011-03-22 04:00:00,4.76
2011-03-22 05:00:00,18.76
2011-03-22 06:00:00,79.49
2011-03-22 07:00:00,192.98
2011-03-22 08:00:00,288.68
2011-03-22 09:00:00,144.92
2011-03-22 10:00:00,126.12
2011-03-22 11:00:00,116.04
2011-03-22 12:00:00,162.03
2011-03-22 13:00:00,143.74
2011-03-22 14:00:00,122.83
2011-03-22 15:00:00,135.31
2011-03-22 16:00:00,246.17
2011-03-22 17:00:00,452.06
2011-03-22 18:00:00,397.63
2011-03-22 19:00:00,209.65
2011-03-22 20:00:00,144.05
2011-03-22 21:00:00,101.07
2011-03-22 22:00:00,79.36
2011-03-22 23:00:00,50.06
2011-03-23 00:00:00,24.92
2011-03-23 01:00:00,10.34
2011-03-23 02:00:00,6.38
2011-03-23 03:00:00,3.67
2011-03-23 05:00:00,10.9
2011-03-23 06:00:00,60.53
2011-03-23 07:00:00,149.44
2011-03-23 08:00:00,272.9
2011-03-23 09:00:00,158.35
2011-03-23 10:00:00,59.34
2011-03-23 11:00:00,69.41
2011-03-23 12:00:00,66.38
2011-03-23 13:00:00,87.59
2011-03-23 14:00:00,102.05
2011-03-23 15:00:00,92.69
2011-03-23 16:00:00,149.79
2011-03-23 17:00:00,338.45
2011-03-23 18:00:00,199.49
2011-03-23 19:00:00,138.42
2011-03-23 20:00:00,67.42
2011-03-23 21:00:00,53.27
2011-03-23 22:00:00,74.7
2011-03-23 23:00:00,44.62
2011-03-24 00:00:00,20.46
2011-03-24 01:00:00,7.26
2011-03-24 02:00:00,5.53
2011-03-24 03:00:00,3.3675
2011-03-24 04:00:00,3.166666666666666
2011-03-24 05:00:00,13.97
2011-03-24 06:00:00,60.25
2011-03-24 07:00:00,85.71
2011-03-24 08:00:00,113.54
2011-03-24 09:00:00,142.58
2011-03-24 10:00:00,63.49
2011-03-24 11:00:00,69.05
2011-03-24 12:00:00,76.38
2011-03-24 13:00:00,85.18
2011-03-24 14:00:00,97.4
2011-03-24 15:00:00,88.32
2011-03-24 16:00:00,131.47
2011-03-24 17:00:00,254.57
2011-03-24 18:00:00,242.4
2011-03-24 19:00:00,170.79
2011-03-24 20:00:00,106.32
2011-03-24 21:00:00,89.24
2011-03-24 22:00:00,71.6
2011-03-24 23:00:00,49.52
2011-03-25 00:00:00,24.3
2011-03-25 01:00:00,11.62
2011-03-25 02:00:00,7.65
2011-03-25 03:00:00,3.1066666666666665
2011-03-25 04:00:00,2.3606666666666665
2011-03-25 05:00:00,13.76
2011-03-25 06:00:00,66.15
2011-03-25 07:00:00,174.36
2011-03-25 08:00:00,287.55
2011-03-25 09:00:00,173.67
2011-03-25 10:00:00,104.91
2011-03-25 11:00:00,101.3
2011-03-25 12:00:00,120.3
2011-03-25 13:00:00,117.1
2011-03-25 14:00:00,126.49
2011-03-25 15:00:00,118.04
2011-03-25 16:00:00,164.15
2011-03-25 17:00:00,262.22
2011-03-25 18:00:00,250.5
2011-03-25 19:00:00,155.11
2011-03-25 20:00:00,107.25
2011-03-25 21:00:00,84.8
2011-03-25 22:00:00,62.45
2011-03-25 23:00:00,47.11
2011-03-26 00:00:00,37.74
2011-03-26 01:00:00,29.43
2011-03-26 02:00:00,22.49
2011-03-26 03:00:00,12.27
2011-03-26 04:00:00,5.06
2011-03-26 05:00:00,4.95
2011-03-26 06:00:00,12.65
2011-03-26 07:00:00,42.06
2011-03-26 08:00:00,107.72
2011-03-26 09:00:00,124.27333333333333
2011-03-26 10:00:00,164.61
2011-03-26 11:00:00,170.33
2011-03-26 12:00:00,200.88
2011-03-26 13:00:00,213.11
2011-03-26 14:00:00,206.12
2011-03-26 15:00:00,213.66
2011-03-26 16:00:00,203.42
2011-03-26 17:00:00,198.75
2011-03-26 18:00:00,184.69
2011-03-26 19:00:00,128.95
2011-03-26 20:00:00,84.2
2011-03-26 21:00:00,68.27
2011-03-26 22:00:00,66.59
2011-03-26 23:00:00,45.05
2011-03-27 00:00:00,39.96
2011-03-27 01:00:00,30.44
2011-03-27 02:00:00,23.36
2011-03-27 03:00:00,11.056666666666665
2011-03-27 04:00:00,4.6
2011-03-27 06:00:00,12.62
2011-03-27 07:00:00,97.28
2011-03-27 08:00:00,85.82
2011-03-27 09:00:00,98.66166666666666
2011-03-27 10:00:00,141.71
2011-03-27 11:00:00,158.85
2011-03-27 12:00:00,176.1
2011-03-27 13:00:00,191.29
2011-03-27 14:00:00,198.72
2011-03-27 15:00:00,198.13
2011-03-27 16:00:00,203.28
2011-03-27 17:00:00,199.35
2011-03-27 18:00:00,160.2
2011-03-27 19:00:00,136.77
2011-03-27 20:00:00,83.22
2011-03-27 21:00:00,59.56
2011-03-27 22:00:00,48.16
2011-03-27 23:00:00,49.1
2011-03-28 00:00:00,16.05
2011-03-28 01:00:00,8.28
2011-03-28 02:00:00,5.32
2011-03-28 03:00:00,3.71
2011-03-28 05:00:00,12.86
2011-03-28 06:00:00,64.74
2011-03-28 07:00:00,176.49
2011-03-28 08:00:00,271.07
2011-03-28 09:00:00,173.65
2011-03-28 10:00:00,113.58
2011-03-28 11:00:00,106.88
2011-03-28 12:00:00,119.85
2011-03-28 13:00:00,114.61
2011-03-28 14:00:00,118.11
2011-03-28 15:00:00,115.94
2011-03-28 16:00:00,160.22
2011-03-28 17:00:00,288.98
2011-03-28 18:00:00,267.34
2011-03-28 19:00:00,183.53
2011-03-28 20:00:00,125.68
2011-03-28 21:00:00,102.55
2011-03-28 22:00:00,68.38
2011-03-28 23:00:00,40.71
2011-03-29 00:00:00,17.9
2011-03-29 01:00:00,7.58
2011-03-29 02:00:00,11.13
2011-03-29 03:00:00,2.41
2011-03-29 04:00:00,3.48
2011-03-29 05:00:00,14.57
2011-03-29 06:00:00,67.64
2011-03-29 07:00:00,183.06
2011-03-29 08:00:00,273.71
2011-03-29 09:00:00,171.11
2011-03-29 10:00:00,102.84
2011-03-29 11:00:00,100.93
2011-03-29 12:00:00,118.38
2011-03-29 13:00:00,113.63
2011-03-29 14:00:00,121.18
2011-03-29 15:00:00,117.71
2011-03-29 16:00:00,167.01
2011-03-29 17:00:00,369.27
2011-03-29 18:00:00,308.45
2011-03-29 19:00:00,184.01
2011-03-29 20:00:00,139.91
2011-03-29 21:00:00,110.34
2011-03-29 22:00:00,74.5
2011-03-29 23:00:00,50.18
2011-03-30 00:00:00,25.6
2011-03-30 01:00:00,10.58
2011-03-30 02:00:00,6.57
2011-03-30 03:00:00,4.23
2011-03-30 04:00:00,4.08
2011-03-30 05:00:00,15.32
2011-03-30 06:00:00,67.17
2011-03-30 07:00:00,184.78
2011-03-30 08:00:00,302.13
2011-03-30 09:00:00,166.82
2011-03-30 10:00:00,89.86
2011-03-30 11:00:00,91.28
2011-03-30 12:00:00,105.99
2011-03-30 13:00:00,109.27
2011-03-30 14:00:00,99.31
2011-03-30 15:00:00,57.28
2011-03-30 16:00:00,75.32
2011-03-30 17:00:00,148.38
2011-03-30 18:00:00,171.97
2011-03-30 19:00:00,124.95
2011-03-30 20:00:00,70.88
2011-03-30 21:00:00,74.43
2011-03-30 22:00:00,49.31
2011-03-30 23:00:00,31.31
2011-03-31 00:00:00,14.18
2011-03-31 01:00:00,8.67
2011-03-31 02:00:00,6.753333333333334
2011-03-31 03:00:00,3.7975
2011-03-31 04:00:00,3.63
2011-03-31 05:00:00,11.16
2011-03-31 06:00:00,35.95
2011-03-31 07:00:00,87.95
2011-03-31 08:00:00,229.38
2011-03-31 09:00:00,75.77
2011-03-31 10:00:00,54.83
2011-03-31 11:00:00,62.02
2011-03-31 12:00:00,62.73
2011-03-31 13:00:00,71.45
2011-03-31 14:00:00,70.89
2011-03-31 15:00:00,54.04
2011-03-31 16:00:00,103.13
2011-03-31 17:00:00,196.58
2011-03-31 18:00:00,205.35
2011-03-31 19:00:00,145.02
2011-03-31 20:00:00,73.51
2011-03-31 21:00:00,91.94
2011-03-31 22:00:00,49.52
2011-03-31 23:00:00,45.65
2011-04-20 00:00:00,52.18
2011-04-20 01:00:00,9.83
2011-04-20 02:00:00,8.53
2011-04-20 03:00:00,3.72
2011-04-20 04:00:00,4.41
2011-04-20 05:00:00,18.53
2011-04-20 06:00:00,85.42
2011-04-20 07:00:00,262.77
2011-04-20 08:00:00,434.55
2011-04-20 09:00:00,207.73
2011-04-20 10:00:00,134.3
2011-04-20 11:00:00,134.92
2011-04-20 12:00:00,201.27
2011-04-20 13:00:00,195.66
2011-04-20 14:00:00,174.42
2011-04-20 15:00:00,174.66
2011-04-20 16:00:00,282.02
2011-04-20 17:00:00,492.76
2011-04-20 18:00:00,507.78
2011-04-20 19:00:00,414.19
2011-04-20 20:00:00,313.12
2011-04-20 21:00:00,224.7
2011-04-20 22:00:00,154.33
2011-04-20 23:00:00,96.31
2011-04-21 00:00:00,41.51
2011-04-21 01:00:00,16.85
2011-04-21 02:00:00,11.24
2011-04-21 03:00:00,3.99
2011-04-21 04:00:00,4.07
2011-04-21 05:00:00,21.54
2011-04-21 06:00:00,69.18
2011-04-21 07:00:00,186.8
2011-04-21 08:00:00,291.53
2011-04-21 09:00:00,173.98
2011-04-21 10:00:00,128.02
2011-04-21 11:00:00,147.59
2011-04-21 12:00:00,167.21
2011-04-21 13:00:00,172.21
2011-04-21 14:00:00,134.11
2011-04-21 15:00:00,135.02
2011-04-21 16:00:00,218.3
2011-04-21 17:00:00,457.85
2011-04-21 18:00:00,375.22
2011-04-21 19:00:00,227.25
2011-04-21 20:00:00,176.05
2011-04-21 21:00:00,117.77
2011-04-21 22:00:00,92.97
2011-04-21 23:00:00,67.16
2011-04-22 00:00:00,35.7
2011-04-22 01:00:00,18.99
2011-04-22 02:00:00,11.6
2011-04-22 03:00:00,4.13
2011-04-22 04:00:00,4.36
2011-04-22 05:00:00,16.27
2011-04-22 06:00:00,74.75
2011-04-22 07:00:00,160.77
2011-04-22 08:00:00,287.58
2011-04-22 09:00:00,173.08
2011-04-22 10:00:00,115.34
2011-04-22 11:00:00,95.06
2011-04-22 12:00:00,105.19
2011-04-22 13:00:00,83.53
2011-04-22 14:00:00,35.66
2011-04-22 15:00:00,83.03
2011-04-22 16:00:00,120.69
2011-04-22 17:00:00,141.46
2011-04-22 18:00:00,109.04
2011-04-22 19:00:00,96.64
2011-04-22 20:00:00,79.79
2011-04-22 21:00:00,63.6
2011-04-22 22:00:00,58.3
2011-04-22 23:00:00,52.54
2011-04-23 00:00:00,36.29
